hgnc_symbol,HH07,HH17,HH18,HH19,HH27
ALDH1B1,2556,1962,1498,3044,2307
ALDH1L1,2,0,0,0,0
ALDH1L1-AS1,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0,0
ALDH1L2,6610,14746,12530,10598,15064
ALDH2,873,3150,964,1958,1389
ALDH3A1,10,82,218,55,8
ALDH3A2,2682,3434,2842,2337,2346
ALDH3B1,6152,3811,3952,5089,4305
ALDH3B2,0,0,0,0,0
ALDH4A1,918,564,628,515,766
ALDH5A1,30,60,106,62,40
ALDH6A1,954,1291,688,873,826
ALDH7A1,6918,7272,4673,3865,4681
ALDH7A1P1,16,20,18,14,4
ALDH7A1P2,0,0,0,0,0
ALDH7A1P3,0,0,0,0,0
ALDH7A1P4,0,0,0,0,0
ALDH8A1,6,2,12,2,6
ALDH9A1,5871,6055,5561,4808,3956
ALDOA,548,589,411,469,516
ALDOAP1,0,0,0,0,0
ALDOAP2,2,2,0,2,0
ALDOB,4,1,6,4,2
ALDOC,482,661,497,757,611
ALG1,1696,1288,1418,1289,1415
ALG10,304,140,117,94,130
ALG10B,587,510,334,379,376
ALG11,783,842,684,633,920
ALG12,769,851,660,626,708
ALG13,1682,1637,1334,1350,1408
ALG13-AS1,8,6,12,18,2
ALG14,999,746,614,654,932
ALG14-AS1,3,0,0,0,0
ALG1L,3,8,8,7,9
ALG1L10P,21,10,1,17,19
ALG1L11P,0,1,0,0,2
ALG1L12P,2,5,11,0,11
ALG1L13P,22,12,10,16,10
ALG1L14P,1,0,2,1,0
ALG1L15P,10,0,2,0,0
ALG1L2,23,9,30,17,21
ALG1L3P,1,0,0,1,0
ALG1L5P,0,0,0,0,0
ALG1L6P,249,64,106,84,125
ALG1L7P,4,17,1,2,3
ALG1L8P,2,14,0,1,3
ALG1L9P,13,22,24,8,6
ALG2,2440,2774,2550,2170,2209
ALG3,1824,2022,1900,1176,1774
ALG3P1,0,0,0,0,0
ALG5,1742,1755,1995,1570,1460
ALG6,482,512,350,355,403
ALG8,2129,1351,1450,1091,1524
ALG9,721,445,408,380,314
ALG9-IT1,2,0,0,0,0
ALK,10,4,8,0,12
ALKAL1,0,6,0,0,0
ALKAL2,2,7,0,2,0
ALKBH1,562,533,532,377,418
ALKBH2,784,857,609,560,852
ALKBH3,1345,938,840,722,939
ALKBH3-AS1,22,14,5,22,7
ALKBH4,616,416,471,347,371
ALKBH5,4004,4058,4045,2772,2946
ALKBH6,112,102,74,120,81
ALKBH7,2609,2443,1929,2354,2524
ALKBH8,1172,682,578,590,802
ALLC,0,0,0,0,0
ALMS1,1978,1085,1082,1066,1346
ALMS1-IT1,35,2,2,9,16
ALMS1P1,0,2,3,0,0
ALOX12,208,287,186,187,104
ALOX12-AS1,184,213,181,211,120
ALOX12B,0,0,0,0,0
ALOX12P1,2,0,0,2,0
ALOX12P2,2,2,2,9,2
ALOX15,0,0,0,0,0
ALOX15B,0,2,0,0,0
ALOX15P1,2,0,1,0,2
ALOX15P2,0,4,0,0,0
ALOX5,4,0,0,2,0
ALOX5AP,0,4,4,4,6
ALOXE3,10,0,0,6,2
ALPG,0,0,0,0,0
ALPI,0,0,0,0,0
ALPK1,1038,1643,1051,904,759
ALPK2,4735,15927,6496,12274,14638
ALPK3,28,28,32,14,24
ALPL,4,24,376,18,12
ALPP,0,4,1,0,0
ALS2,3233,3474,3076,2907,3688
ALS2CL,151,281,294,168,162
ALX1,40,2,0,6,1
ALX3,11,0,0,2,2
ALX4,2,0,146,2,590
ALYREF,6438,2196,2134,2346,3142
AMACR,270,113,218,167,207
AMBN,0,0,0,0,0
AMBP,9,4,8,8,6
AMBRA1,1916,1330,1184,1069,1189
AMD1,5840,3526,3188,2679,5299
AMD1P1,0,0,0,0,0
AMD1P2,0,0,0,0,0
AMD1P3,3,0,1,6,4
AMD1P4,0,0,0,0,0
AMDHD1,2,2,8,0,4
AMDHD2,1467,1554,1351,1314,1040
AMELX,0,0,0,0,0
AMELY,0,0,0,0,0
AMER1,368,340,272,342,600
AMER2,0,0,0,0,0
AMER3,0,0,0,0,0
AMFR,4470,5277,5279,3637,3779
AMH,54,51,21,8,34
AMHR2,0,0,0,0,0
AMIGO1,84,178,430,152,106
AMIGO2,1919,1989,2368,735,5541
AMIGO3,0,1,0,0,0
AMMECR1,2009,1369,1094,1074,1280
AMMECR1-IT1,0,1,0,2,0
AMMECR1L,2313,2386,2171,1680,2169
AMMECR1LP1,1,0,0,0,0
AMN,8,14,6,8,30
AMN1,124,147,149,101,156
AMOT,2394,931,512,1156,366
AMOTL1,8433,6531,5003,5286,5479
AMOTL2,18605,20290,18456,11191,17264
AMPD1,0,0,0,1,0
AMPD2,3889,2940,3678,2448,4186
AMPD3,580,698,1345,1091,376
AMPH,816,504,159,1030,2556
AMT,5,20,10,6,12
AMTN,0,0,0,0,0
AMY1A,0,0,0,0,0
AMY1B,0,0,0,0,0
AMY1C,0,0,0,0,0
AMY2A,0,0,1,0,0
AMY2B,33,91,112,47,22
AMYP1,0,0,0,0,0
AMZ1,68,44,214,84,257
AMZ2,4524,3491,3672,3019,3174
AMZ2P1,276,1196,752,414,528
AMZ2P2,0,0,0,0,0
ANAPC1,3250,2166,1930,1614,1694
ANAPC10,165,165,164,115,150
ANAPC10P1,0,2,0,0,0
ANAPC11,7444,5559,5133,4798,6106
ANAPC13,3956,4095,3207,2846,2040
ANAPC15,704,313,256,314,405
ANAPC16,3064,4191,3368,2921,3379
ANAPC1P1,8,10,10,0,4
ANAPC1P2,0,0,0,0,0
ANAPC1P3,0,2,0,0,0
ANAPC1P4,2,2,0,4,3
ANAPC1P5,0,0,0,0,0
ANAPC1P6,4,0,2,0,0
ANAPC2,3651,3141,2727,2131,2516
ANAPC4,2129,1875,1585,1410,1446
ANAPC5,7952,5979,5932,5255,6522
ANAPC7,2729,1903,1704,1374,1773
ANG,71,87,86,84,61
ANGEL1,599,1213,1061,667,849
ANGEL2,2578,2263,1547,1707,1618
ANGPT1,1574,4278,6344,2965,8148
ANGPT2,10,11,54,6,2
ANGPT4,13,0,11,30,6
ANGPTL1,137,1234,490,492,16
ANGPTL2,3274,10143,7432,7271,5046
ANGPTL3,2,8,0,4,3
ANGPTL4,74,440,474,194,34
ANGPTL5,32,20,0,6,0
ANGPTL6,16,5,23,8,15
ANGPTL7,4,1,2,0,1
ANGPTL8,3,4,7,2,0
ANHX,0,0,0,0,0
ANK1,482,206,84,342,100
ANK2,3222,3585,2783,2141,2092
ANK2-AS1,0,0,2,0,0
ANK3,152,25,341,2,125
ANK3-DT,0,0,0,0,0
ANKAR,190,192,127,174,150
ANKDD1A,339,297,449,329,236
ANKDD1B,22,8,8,6,5
ANKEF1,42,75,105,45,158
ANKFN1,34,98,29,8,12
ANKFY1,5729,5294,3972,4052,3883
ANKH,2650,4279,6079,1961,2546
ANKHD1,113,122,95,129,80
ANKHD1-EIF4EBP3,30,46,29,29,25
ANKIB1,6334,5700,5365,4474,5214
ANKK1,0,1,0,0,0
ANKLE1,22,26,20,12,18
ANKLE2,9416,6052,6671,5573,6202
ANKMY1,536,469,398,388,322
ANKMY2,1733,1163,1275,1216,1277
ANKRA2,846,1395,1040,896,935
ANKRD1,1329,1299,1308,420,1415
ANKRD10,1863,2462,1895,1636,2446
ANKRD10-IT1,289,305,162,247,365
ANKRD11,13560,16997,10351,8914,13360
ANKRD11P1,0,0,0,0,0
ANKRD11P2,0,2,6,4,0
ANKRD12,3340,3503,2320,3108,2597
ANKRD13A,12735,13709,5932,7977,7899
ANKRD13B,331,604,458,347,379
ANKRD13C,3138,2979,2142,1965,2299
ANKRD13D,2048,1677,1545,1335,1675
ANKRD16,328,341,221,305,239
ANKRD17,7586,7331,6985,5617,6030
ANKRD18A,0,0,0,0,0
ANKRD18B,79,34,40,6,13
ANKRD18CP,8,0,6,0,4
ANKRD18DP,2,0,0,0,0
ANKRD18EP,138,157,101,77,130
ANKRD19P,6,6,5,19,12
ANKRD2,80,8,7,128,66
ANKRD20A1,0,4,0,0,2
ANKRD20A10P,0,0,0,0,2
ANKRD20A11P,0,0,15,0,0
ANKRD20A17P,2,0,0,0,0
ANKRD20A18P,2,2,4,0,0
ANKRD20A19P,0,0,0,0,0
ANKRD20A21P,0,0,0,0,0
ANKRD20A2P,0,0,0,2,0
ANKRD20A3P,0,0,0,0,0
ANKRD20A4P,5,0,0,0,0
ANKRD20A5P,2,0,12,0,80
ANKRD20A6P,2,0,4,0,0
ANKRD20A7P,0,0,0,0,0
ANKRD20A8P,0,0,0,0,0
ANKRD20A9P,0,0,0,0,0
ANKRD22,0,4,4,0,6
ANKRD23,8,17,9,9,2
ANKRD24,45,101,62,78,65
ANKRD26,1240,871,775,799,667
ANKRD26P1,80,0,4,2,8
ANKRD26P2,0,0,0,0,0
ANKRD26P3,0,0,0,0,0
ANKRD26P4,3,10,10,1,1
ANKRD27,2543,2137,1726,1701,1990
ANKRD28,7661,6183,5478,6414,7956
ANKRD29,558,1233,188,468,278
ANKRD30A,0,0,0,0,0
ANKRD30B,6,12,33,2,69
ANKRD30BL,0,0,0,0,0
ANKRD30BP1,0,0,6,0,0
ANKRD30BP2,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0
ANKRD31,14,9,8,4,8
ANKRD33,0,0,0,2,0
ANKRD33B,1058,3682,1937,1476,683
ANKRD33B-AS1,0,2,1,0,0
ANKRD34A,428,258,359,169,362
ANKRD34B,0,0,0,0,0
ANKRD34C,0,0,0,0,0
ANKRD34C-AS1,0,0,0,0,0
ANKRD35,672,471,496,293,144
ANKRD36,751,505,574,506,475
ANKRD36B,417,212,215,295,380
ANKRD36BP1,0,0,0,0,0
ANKRD36BP2,8,0,0,0,0
ANKRD36C,632,424,391,384,435
ANKRD36P1,0,0,0,0,0
ANKRD37,112,164,208,100,159
ANKRD39,151,114,146,98,133
ANKRD40,4519,3264,2573,2591,3263
ANKRD40CL,0,2,0,0,0
ANKRD42,801,1116,954,767,621
ANKRD44,692,1117,1067,537,685
ANKRD44-AS1,0,0,0,0,0
ANKRD44-IT1,0,1,0,2,0
ANKRD45,4,0,1,0,2
ANKRD46,306,336,392,276,342
ANKRD49,649,700,578,669,638
ANKRD49P1,14,6,8,7,4
ANKRD49P2,0,0,0,0,0
ANKRD49P3,0,0,0,0,0
ANKRD49P4,0,0,0,0,0
ANKRD50,3800,3311,3095,2523,3601
ANKRD52,13304,9451,9345,6517,10908
ANKRD53,36,70,34,39,78
ANKRD54,1513,954,876,911,893
ANKRD54P1,0,0,0,0,0
ANKRD55,1,12,9,1,17
ANKRD6,42,410,75,74,115
ANKRD60,0,0,0,0,0
ANKRD61,46,44,33,18,44
ANKRD62,0,0,0,0,0
ANKRD62P1,0,0,0,0,0
ANKRD62P1-PARP4P3,0,0,0,0,0
ANKRD63,19,4,0,0,0
ANKRD65,167,126,45,32,28
ANKRD66,0,0,0,0,0
ANKRD7,29,16,15,17,19
ANKRD9,3218,1167,921,889,727
ANKS1A,1493,1281,1550,832,1305
ANKS1B,0,2,6,4,0
ANKS3,1034,1478,1277,884,1028
ANKS4B,0,0,0,0,0
ANKS6,3016,2681,1975,1528,1766
ANKUB1,0,5,2,0,0
ANKZF1,1559,1727,1428,1497,1025
ANLN,20984,1931,1859,2248,4901
ANO1,2,0,0,0,0
ANO1-AS1,0,0,0,0,0
ANO10,4925,3315,3760,2970,3393
ANO2,0,4,2,18,8
ANO3,239,618,169,12,8
ANO3-AS1,0,0,0,0,0
ANO4,1354,603,462,198,89
ANO5,0,0,1,0,0
ANO6,10020,10622,7466,7521,8595
ANO7,28,80,41,55,69
ANO7L1,58,149,36,85,38
ANO8,1086,726,615,573,1053
ANO9,6,21,32,12,8
ANOS1,0,0,4,0,12
ANOS2P,0,0,1,4,6
ANP32A,8598,4959,5004,4378,7475
ANP32AP1,12,2,3,4,12
ANP32B,13920,9348,8504,8451,9356
ANP32BP1,24,14,14,6,16
ANP32BP2,0,2,0,0,0
ANP32BP3,0,0,0,0,0
ANP32C,2,2,4,2,4
ANP32D,0,0,2,0,0
ANP32E,9968,2994,3090,2909,5027
ANPEP,33433,32956,20455,30598,23567
ANTKMT,1114,949,743,856,1012
ANTXR1,27707,31891,27855,20010,12977
ANTXR2,11872,8276,8461,6023,5264
ANTXRL,0,0,0,0,0
ANTXRLP1,0,0,0,0,0
ANXA1,54082,25488,27594,23380,37562
ANXA10,1,6,36,4,11
ANXA11,19760,16009,13872,12482,13572
ANXA13,2,0,9,0,4
ANXA2,265035,161025,183776,161144,202300
ANXA2P1,78,32,59,30,54
ANXA2P2,1678,912,1061,964,1335
ANXA2P3,0,0,0,0,0
ANXA2R,72,60,35,76,87
ANXA3,108,665,337,111,163
ANXA4,7291,9064,7329,7680,6663
ANXA5,105054,112348,94704,94429,106899
ANXA6,44881,24286,27226,26275,36279
ANXA7,9528,7518,6932,6833,6007
ANXA8,85,3,8,2,2
ANXA8L1,54,10,6,0,0
ANXA9,77,135,97,87,108
AOAH,0,0,0,0,0
AOAH-IT1,0,0,0,0,0
AOC1,0,6,0,0,0
AOC2,39,45,28,24,37
AOC3,0,28,14,3,7
AOC4P,0,0,0,0,0
AOPEP,3808,3524,4898,3328,5159
AOX1,2823,4436,2545,2587,2357
AOX2P,0,0,0,0,0
AOX3P,0,4,0,2,0
AOX3P-AOX2P,0,0,0,0,0
AP1AR,1808,1706,1217,1259,1554
AP1B1,6160,3635,4009,2694,4311
AP1B1P1,0,0,0,0,0
AP1B1P2,0,0,0,0,0
AP1G1,7529,5990,6159,5170,5987
AP1G2,284,499,733,209,212
AP1M1,6118,4767,3994,3217,4729
AP1M2,22,0,2,2,214
AP1S1,10937,7438,7862,6962,8666
AP1S2,4178,5752,4654,3632,3787
AP1S2P1,0,0,0,0,0
AP1S3,97,143,177,47,140
AP2A1,12002,9898,9220,8187,6951
AP2A2,5865,5047,3833,4205,4213
AP2B1,20371,14193,14634,13780,13412
AP2M1,65923,43135,47219,34749,38797
AP2S1,17912,9733,12712,9822,12535
AP3B1,6522,5361,5523,4402,5519
AP3B2,32,47,41,40,6
AP3D1,15456,11839,12946,9284,11290
AP3M1,3237,3641,3156,2423,3061
AP3M2,2036,1506,1208,1109,982
AP3S1,8130,8213,5988,6884,6497
AP3S2,664,883,667,619,494
AP4B1,893,601,629,461,691
AP4B1-AS1,29,18,31,26,27
AP4E1,2139,2472,1616,1499,1788
AP4M1,956,785,589,705,514
AP4S1,540,495,433,468,449
AP5B1,1886,1357,1670,1002,1415
AP5M1,2462,2155,2185,1676,1710
AP5S1,1249,946,882,794,879
AP5Z1,4804,4237,4550,3964,3583
APAF1,2459,1326,1373,1488,1881
APBA1,1423,572,786,593,901
APBA2,66,28,285,116,453
APBA3,730,780,592,553,672
APBB1,4268,3501,3002,2313,2614
APBB1IP,2488,541,385,2194,460
APBB2,1914,3317,2579,1800,3321
APBB3,709,725,604,579,555
APC,7146,2422,2991,2283,4008
APC2,365,367,343,374,317
APCDD1,363,2278,415,1213,1948
APCDD1L,4266,92,489,1161,1060
APCDD1L-DT,647,4,88,135,192
APCS,0,0,0,0,0
APEH,6908,4425,4359,3623,4064
APELA,0,16,46,2,4
APEX1,13606,11829,10896,10556,11268
APEX2,1458,953,924,634,850
APH1A,8961,7818,6460,6068,6311
APH1B,2346,2011,1779,1856,1345
API5,8670,6596,5719,5110,5830
API5P1,6,14,8,10,0
API5P2,0,0,0,0,0
APIP,1338,989,956,904,1176
APLF,225,370,228,235,217
APLN,227,154,50,148,106
APLNR,64,8,0,10,2
APLP1,836,827,1094,754,452
APLP2,130856,125522,123826,81897,66811
APMAP,14381,9050,8468,8909,12343
APOA1,2,2,1,1,4
APOA1-AS,1,12,0,0,6
APOA2,0,0,0,0,0
APOA4,0,0,0,0,0
APOA5,0,0,0,0,2
APOB,0,0,0,0,0
APOBEC1,0,0,0,0,0
APOBEC2,0,0,4,0,4
APOBEC3A,5,0,0,0,4
APOBEC3AP1,0,0,0,0,0
APOBEC3B,707,46,124,153,295
APOBEC3B-AS1,0,0,0,0,0
APOBEC3C,5264,3264,2479,3350,3290
APOBEC3D,10,20,6,12,9
APOBEC3F,249,361,246,237,234
APOBEC3G,414,353,265,330,185
APOBEC3H,0,0,0,3,4
APOBEC4,0,0,0,0,0
APOBR,12,8,14,16,10
APOC1,50,5,15,13,27
APOC1P1,2,0,0,0,4
APOC2,0,0,0,0,0
APOC3,0,0,2,0,2
APOC4,0,0,0,0,0
APOC4-APOC2,0,2,0,0,0
APOD,42,1565,144,384,6
APOE,175,124,183,290,184
APOF,2,2,0,0,0
APOH,0,0,0,0,0
APOL1,673,276,975,2205,146
APOL2,2433,3202,3437,3134,2205
APOL3,390,809,322,799,136
APOL4,20,200,44,270,8
APOL5,0,0,10,0,0
APOL6,2380,7398,3318,4830,1976
APOLD1,742,324,244,304,182
APOM,104,75,63,56,49
APONP,0,0,0,0,0
APOO,541,324,273,322,501
APOOL,1127,1016,968,716,1153
APOOP1,0,0,0,0,0
APOOP2,0,0,0,0,0
APOOP3,0,0,0,0,0
APOOP4,0,0,0,0,0
APOOP5,0,0,0,0,0
APP,53466,82807,62177,73144,61101
APPBP2,3277,4281,3141,3017,3542
APPL1,3143,2924,2130,2212,2539
APPL2,15800,8451,5296,7246,8532
APRT,3111,3069,2960,2827,2646
APTR,485,484,486,595,445
APTX,1975,2001,1639,1409,1683
AQP1,123,180,134,222,140
AQP10,0,0,0,0,0
AQP11,100,143,98,63,54
AQP12A,0,0,0,0,0
AQP12B,0,0,0,0,0
AQP2,0,0,0,0,0
AQP3,26,50,56,22,34
AQP4,0,0,0,0,0
AQP4-AS1,0,0,0,0,0
AQP5,0,2,0,0,0
AQP6,1,2,0,0,0
AQP7,0,4,2,20,0
AQP7P1,8,0,0,0,0
AQP7P2,0,0,0,0,0
AQP7P3,0,0,0,0,0
AQP7P4,0,0,0,0,0
AQP7P5,0,0,0,0,0
AQP8,0,0,0,2,0
AQP9,0,4,62,14,0
AQR,4533,3662,2589,2474,2852
AR,1192,88,74,236,102
ARAF,3211,3202,2570,2332,2627
ARAFP1,0,0,0,0,0
ARAFP2,0,0,0,0,0
ARAFP3,0,0,0,0,0
ARAP1,6266,7244,6372,5315,4336
ARAP1-AS1,0,0,0,0,0
ARAP1-AS2,10,3,11,8,10
ARAP2,0,2,0,2,0
ARAP3,914,592,1106,697,807
ARC,42,20,10,16,46
ARCN1,18451,15608,16449,13631,17525
AREG,6,0,0,0,6
AREL1,4397,3523,3462,2436,3060
ARF1,32696,22268,21242,18243,24248
ARF1P1,0,0,0,0,0
ARF1P2,0,0,0,0,0
ARF1P3,0,0,0,0,0
ARF3,8607,6993,7437,5911,7886
ARF4,24324,26371,31564,22351,30475
ARF4-AS1,6,2,4,4,0
ARF4P1,4,4,0,2,2
ARF4P2,2,0,0,0,0
ARF4P3,0,0,0,0,0
ARF4P4,0,0,0,0,0
ARF5,6255,5410,4340,4840,5100
ARF6,16230,8920,9292,8443,10407
ARFGAP1,9345,7985,10267,8630,10288
ARFGAP2,5418,4202,3693,3139,3754
ARFGAP3,5167,3938,4525,3980,5296
ARFGEF1,5007,4149,4012,3278,3706
ARFGEF2,5585,5101,4482,4134,4698
ARFGEF3,2,270,28,10,6
ARFIP1,2968,2840,2462,2366,2475
ARFIP2,3434,3286,4119,3109,4027
ARFRP1,3108,2388,2655,2451,2205
ARG1,12,3,0,2,0
ARG2,104,77,69,60,157
ARGFX,0,0,0,0,0
ARGFXP1,0,0,0,0,0
ARGFXP2,2,0,4,2,0
ARGLU1,9824,12465,8627,8794,8973
ARHGAP1,11698,9105,10333,7787,7672
ARHGAP10,2194,1885,1744,1190,1316
ARHGAP11A,8588,1263,1172,1235,2606
ARHGAP11B,14,6,6,2,5
ARHGAP12,3921,4944,3037,4033,2627
ARHGAP15,2,0,0,0,0
ARHGAP15-AS1,0,0,0,0,0
ARHGAP16P,0,0,0,0,0
ARHGAP17,4599,4585,3158,3150,3782
ARHGAP18,4863,1933,1665,1369,2103
ARHGAP19,1124,319,310,396,408
ARHGAP19-SLIT1,0,0,0,0,0
ARHGAP20,138,1062,733,191,28
ARHGAP21,12547,14338,7360,8192,6944
ARHGAP22,5244,1305,2777,1513,3003
ARHGAP22-IT1,0,0,0,0,0
ARHGAP23,18673,13457,18361,10814,15636
ARHGAP23P1,4,2,14,2,2
ARHGAP24,2955,1589,2119,1807,1678
ARHGAP25,4,0,0,0,2
ARHGAP26,202,1762,1005,1802,603
ARHGAP26-AS1,0,0,0,0,0
ARHGAP26-IT1,0,0,0,0,0
ARHGAP27,209,255,352,241,118
ARHGAP27P1-BPTFP1-KPNA2P3,24,72,54,48,20
ARHGAP27P2,0,0,0,0,0
ARHGAP28,98,220,83,286,50
ARHGAP29,8184,14521,9391,8413,5871
ARHGAP29-AS1,18,32,16,8,6
ARHGAP30,27,22,12,15,6
ARHGAP31,5222,3064,6575,2703,4920
ARHGAP31-AS1,18,9,3,4,15
ARHGAP32,1603,1143,1041,1077,1086
ARHGAP33,1188,235,141,215,332
ARHGAP35,19204,13510,11787,11824,14017
ARHGAP36,0,0,0,0,0
ARHGAP39,391,445,432,320,472
ARHGAP4,40,60,52,42,26
ARHGAP40,0,0,0,0,0
ARHGAP42,558,312,394,407,546
ARHGAP42-AS1,7,7,7,2,6
ARHGAP42P1,0,0,0,0,0
ARHGAP42P2,0,0,0,0,0
ARHGAP42P3,0,0,0,0,0
ARHGAP42P4,0,0,0,0,0
ARHGAP42P5,0,0,0,0,0
ARHGAP44,174,132,134,91,95
ARHGAP45,208,286,313,175,165
ARHGAP5,3782,5027,3768,3779,3666
ARHGAP5-AS1,53,63,87,70,35
ARHGAP6,299,352,144,115,70
ARHGAP8,4,5,6,4,8
ARHGAP9,2,55,25,7,19
ARHGDIA,29150,13945,14368,11490,21596
ARHGDIB,2159,194,130,232,111
ARHGDIG,4,24,2,2,2
ARHGEF1,6124,4838,4592,3331,4220
ARHGEF10,141,194,129,170,143
ARHGEF10L,2209,2177,2070,1638,1470
ARHGEF11,3946,4683,3335,2803,2660
ARHGEF12,17447,11922,9899,8883,13226
ARHGEF15,0,0,0,0,0
ARHGEF16,50,10,4,8,53
ARHGEF17,10692,7339,11098,5567,8865
ARHGEF18,260,203,194,156,299
ARHGEF19,521,469,241,295,549
ARHGEF19-AS1,0,0,0,0,0
ARHGEF2,8168,12748,8189,7761,7947
ARHGEF2-AS1,0,0,0,0,0
ARHGEF25,457,989,328,904,434
ARHGEF26,673,151,238,160,113
ARHGEF26-AS1,2,2,2,0,0
ARHGEF28,752,830,558,387,779
ARHGEF3,326,1347,416,798,288
ARHGEF3-AS1,0,0,2,0,0
ARHGEF33,34,58,15,16,16
ARHGEF34P,151,391,103,277,140
ARHGEF35,115,315,66,171,61
ARHGEF35-AS1,17,69,55,34,24
ARHGEF37,40,134,129,71,19
ARHGEF38,4,4,10,6,9
ARHGEF38-IT1,0,0,0,0,0
ARHGEF39,373,105,91,120,62
ARHGEF4,338,712,337,361,320
ARHGEF40,12497,8929,6511,7135,7830
ARHGEF5,224,485,609,370,181
ARHGEF6,1621,1448,1492,1469,2010
ARHGEF7,2844,3979,2885,2206,2825
ARHGEF7-AS1,0,0,0,0,0
ARHGEF7-AS2,0,4,2,0,0
ARHGEF7-IT1,0,1,0,0,0
ARHGEF9,1436,1040,1025,859,1399
ARHGEF9-IT1,0,0,0,2,0
ARID1A,7061,4586,3370,2811,4865
ARID1B,4849,4743,3495,3704,3852
ARID2,1431,1459,1170,903,1135
ARID3A,1362,2098,1541,1565,2112
ARID3B,409,259,155,163,154
ARID3BP1,0,2,2,0,0
ARID3C,14,4,7,10,0
ARID4A,1282,1759,1339,1469,1236
ARID4B,2288,2716,2177,2030,2006
ARID5A,682,731,664,836,494
ARID5B,6944,12516,9962,9487,5367
ARIH1,3671,4305,3621,2911,3306
ARIH2,4447,4112,3485,3045,3410
ARIH2OS,70,145,109,91,42
ARIH2P1,0,0,0,0,0
ARL1,6690,6809,7428,6452,6694
ARL10,3370,1722,1832,1876,2774
ARL11,0,0,0,0,0
ARL13A,7,5,0,2,2
ARL13B,1373,1016,936,788,919
ARL14,0,0,0,0,0
ARL14EP,1469,4229,1847,1492,1414
ARL14EPL,0,0,0,0,0
ARL14EPP1,2,2,0,1,3
ARL15,514,864,801,552,600
ARL16,2421,1682,1353,1403,1286
ARL17A,177,77,76,75,71
ARL17B,76,59,6,48,36
ARL2,2069,1219,1511,1188,1361
ARL2-SNX15,2,0,0,0,0
ARL2BP,264,316,279,238,206
ARL2BPP1,0,0,0,0,0
ARL2BPP10,0,0,0,0,0
ARL2BPP2,0,0,0,0,0
ARL2BPP3,0,0,0,0,0
ARL2BPP4,0,0,0,0,0
ARL2BPP5,0,0,0,0,0
ARL2BPP6,0,0,0,0,0
ARL2BPP7,0,0,0,0,0
ARL2BPP8,0,0,0,0,0
ARL3,3942,2618,2454,2404,4014
ARL4A,774,491,925,436,1739
ARL4AP1,0,0,0,0,0
ARL4AP2,0,8,0,0,2
ARL4AP3,0,0,0,0,0
ARL4AP4,0,0,5,0,0
ARL4AP5,4,28,2,9,5
ARL4C,1632,11348,8146,8805,11806
ARL4D,2786,4049,1797,2074,3463
ARL5A,1554,1294,1225,1024,1651
ARL5AP1,0,0,0,0,0
ARL5AP2,0,0,0,0,0
ARL5AP3,0,0,0,0,0
ARL5AP4,0,0,0,0,0
ARL5B,1239,1909,1462,1652,1788
ARL5C,0,0,0,0,0
ARL6,375,396,344,261,324
ARL6IP1,12572,3227,3095,2890,3549
ARL6IP1P1,0,0,0,0,0
ARL6IP1P2,0,0,0,0,0
ARL6IP1P3,0,0,0,0,0
ARL6IP4,88,37,38,46,82
ARL6IP5,12122,11035,11447,9147,8730
ARL6IP6,2557,1531,1002,1204,1255
ARL8A,2069,3323,2459,1595,2634
ARL8B,7606,8522,7851,6355,6488
ARL9,66,10,14,2,54
ARLNC1,15,2,9,9,0
ARMC1,3343,2291,2103,2007,2022
ARMC10,1974,1913,1489,1360,1407
ARMC10P1,8,14,4,2,6
ARMC12,9,11,8,7,6
ARMC2,166,120,173,161,187
ARMC2-AS1,0,2,5,2,0
ARMC3,0,0,0,0,0
ARMC4,237,195,432,91,53
ARMC4P1,4,0,0,0,0
ARMC5,857,630,596,426,629
ARMC6,2663,1636,1341,1331,1978
ARMC7,824,628,557,395,514
ARMC8,2192,1807,1603,1362,1548
ARMC8P1,0,0,0,0,0
ARMC9,3091,4617,4193,3821,1826
ARMCX1,4285,3775,3378,3346,3697
ARMCX2,4909,6116,6546,4934,5828
ARMCX3,5973,8982,9376,7703,7092
ARMCX3-AS1,1,0,0,1,0
ARMCX4,1886,1247,1688,1401,1748
ARMCX5,444,393,388,341,511
ARMCX5-GPRASP2,119,108,79,103,130
ARMCX6,2571,2344,2389,2008,2382
ARMCX7P,6,4,6,10,2
ARMH1,25,95,62,48,25
ARMH2,0,0,0,0,0
ARMH3,2510,2079,1814,2069,2132
ARMH4,1456,565,795,1340,1572
ARMS2,12,8,0,0,0
ARMT1,2836,3001,2290,2117,2220
ARNILA,0,1,0,2,0
ARNT,3579,4658,3446,3153,2562
ARNT2,3844,1780,2874,2476,2376
ARNTL,1368,668,523,658,766
ARNTL2,3817,678,988,778,1763
ARNTL2-AS1,4,0,1,0,0
ARPC1A,1419,830,769,778,752
ARPC1B,427,209,270,191,209
ARPC1BP1,0,0,0,0,0
ARPC2,46045,26653,31860,27429,36191
ARPC3,9492,5732,6872,6249,7350
ARPC3P1,12,19,9,4,2
ARPC3P2,6,0,1,0,0
ARPC3P5,2,0,0,0,2
ARPC4,8793,4151,5069,4528,5819
ARPC4-TTLL3,0,0,0,1,0
ARPC5,23183,16198,18696,14169,19910
ARPC5L,4190,2397,2864,2266,2466
