"","SYMBOL","HH07","HH17","HH18","HH19","HH27"
"656","KITLG",14212,7906,8923,7179,4713
"657","ERCC8",585,560,444,394,572
"658","ADAMTS6",1481,1620,1220,1542,1943
"659","H6PD",8590,9162,11631,8875,6107
"660","VAMP3",10772,8809,8976,7753,7280
"661","PER3",1746,748,537,691,796
"662","UTS2",0,0,0,0,1
"663","TNFRSF9",2,0,0,0,2
"664","EPN3",65,74,40,46,14
"665","LTBP1",3624,39702,5892,15475,17477
"666","RCN1",9474,10851,11463,11768,12084
"667","ELN",22635,115383,17382,40654,15659
"668","RFC2",2242,705,654,551,867
"669","ARID1B",4849,4743,3495,3704,3852
"670","CLPTM1L",6923,5665,5673,4609,6347
"671","NEDD4L",555,348,855,345,1635
"672","FOXP3",23,12,16,7,16
"673","PPP1R3F",624,481,513,448,496
"674","HEXB",12480,12204,12016,14395,13999
"675","PTCD2",1152,805,731,740,607
"676","NEXMIF",1,0,0,2,0
"677","JKAMP",3564,3619,3091,2476,3225
"678","DKK3",43317,22346,40968,16095,62412
"679","ARHGEF5",224,485,609,370,181
"680","NFE2L3",156,110,169,124,239
"681","MCUR1",3200,2544,2263,1767,2491
"682","LIMA1",28528,36742,31378,26194,24043
"683","LETMD1",2083,2327,1996,1931,1473
"684","SLC4A8",2187,509,589,404,1033
"685","LAMC3",0,7,17,2,4
"686","PTGER3",1692,162,1698,300,771
"687","TNIP3",229,179,119,98,328
"688","MAPK9",3911,2730,2574,2188,2298
"689","COL23A1",2,2,0,0,0
"690","BCAR1",8758,5147,6296,4219,10531
"691","FAM160A2",1327,1254,1109,859,1138
"692","HERPUD1",4658,8343,5884,5347,5718
"693","HOMER3",5001,2540,2560,2858,2651
"694","RAD51",14,9,7,4,2
"695","POLQ",2241,328,282,298,596
"696","PIK3CB",1097,805,924,466,901
"697","CYBA",7163,8205,5427,8347,6515
"698","THOC3",1460,580,1330,604,1325
"699","HEBP2",2632,5513,2995,2509,2532
"700","MPHOSPH9",1880,989,730,719,1016
"701","PLEKHA5",2124,2254,2238,1892,1151
"702","PRSS8",0,0,0,0,0
"703","SIKE1",3056,2923,2255,2374,2711
"704","RRP12",1694,1514,1795,1153,1439
"705","FNIP2",2898,3320,7821,1903,1433
"706","MSMO1",9631,7419,10074,6412,7469
"707","TTC17",3330,5152,3673,3556,3073
"708","ALX4",2,0,146,2,590
"709","FSTL4",0,0,0,0,0
"710","FOXN3",2270,4759,3844,3084,3697
"711","METTL24",20,221,6,71,0
"712","AKR7A2",4107,2843,2847,2784,2459
"713","MRTO4",4252,2154,2148,1838,2675
"714","NNAT",72,89,75,57,78
"715","USE1",1272,1358,1242,1024,1088
"716","MCF2L2",4,4,0,0,0
"717","NRIP2",101,111,87,61,61
"718","LAMA3",203,873,325,177,196
"719","AP5M1",2462,2155,2185,1676,1710
"720","ANAPC4",2129,1875,1585,1410,1446
"721","KCNQ1",1,0,0,0,2
"722","TRAPPC3",4864,4549,4408,3481,4169
"723","THRAP3",15419,10531,8950,8931,11141
"724","PHPT1",6351,6436,8054,5558,8067
"725","ENTPD2",0,5,12,2,0
"726","LY75",15,42,8,20,5
"727","ARID4B",2288,2716,2177,2030,2006
"728","OPN3",40,90,93,50,58
"729","SDCCAG8",1566,1214,1377,1041,770
"730","PTPRN",4630,363,405,738,981
"731","HHAT",90,953,855,316,983
"732","KIF1B",7879,4853,3739,5138,5598
"733","FOXC1",626,2365,1460,1128,756
"734","TBC1D22A",1841,1691,1689,1244,1573
"735","SYNE2",1485,554,848,543,1222
"736","PLEKHH1",17,14,7,17,15
"737","ATP9A",5036,4139,5053,3780,3083
"738","SPO11",0,0,0,4,0
"739","CBLN4",0,0,0,0,0
"740","CHRDL2",0,9,18,8,0
"741","FAM168A",6518,4641,4271,3691,4051
"742","RELT",659,164,230,138,260
"743","GALC",1238,2042,1441,1543,1731
"744","NOP58",4089,2480,2355,2075,3566
"745","SZRD1",14844,7694,7999,6786,8925
"746","KCNH2",0,0,0,0,0
"747","CUL1",5361,5106,4083,3684,3894
"748","FAM114A2",2124,2167,1708,1597,1676
"749","CYFIP2",301,498,300,131,365
"750","TAB2",4651,4243,3316,3395,3845
"751","GINM1",3290,5063,3752,3371,2708
"752","EIF2AK2",5477,6599,5344,4513,5609
"753","USP36",3451,2742,2844,2151,2939
"754","KMT2C",3947,3953,3257,3022,2983
"755","MCOLN3",38,64,31,53,0
"756","CCDC85A",1170,68,251,83,1435
"757","PUM2",6349,6506,5039,4744,4675
"758","MRPL43",3178,2981,2281,2183,2693
"759","ITIH4",2,6,2,2,3
"760","ITIH1",2,0,0,0,0
"761","HPF1",1641,1273,950,935,1153
"762","ZFR",7546,9179,7311,5708,6913
"763","ZNF280C",465,415,326,289,424
"764","NPFFR2",0,0,0,0,0
"765","PHF21B",0,1,0,0,0
"766","TRAF1",401,449,264,146,254
"767","RC3H2",4515,5721,5187,3858,4653
"768","IL17RB",254,229,148,552,95
"769","TRAF3IP2",2263,2989,1465,2383,1747
"770","GYG2",161,164,150,218,408
"771","DCBLD2",29036,10298,16578,8826,16214
"772","SERPINB3",0,2,0,2,0
"773","SOAT1",9398,5597,4541,5129,4589
"774","PKP2",0,4,2,0,2
"775","MSH4",17,17,26,2,5
"776","F7",46,6,8,6,6
"777","GDI2",20037,14936,14131,14816,17524
"778","PRDM1",355,412,240,524,411
"779","ATG5",2397,1794,1656,1493,1773
"780","TMCC3",4,0,12,0,2
"781","PITHD1",3533,3372,2507,1819,2562
"782","MTA3",1806,2348,1858,1771,1744
"783","USP13",4248,1433,1598,1194,1930
"784","ATP11B",5107,6632,4964,4464,4391
"785","LAMC2",340,264,385,255,109
"786","CDK14",2528,3033,3834,1704,1254
"787","SEC61A1",38636,35579,37093,30084,35597
"788","PPP1R12A",17170,6246,4960,5769,9457
"789","RASGRF1",2,0,0,2,6
"790","CAMK2B",54,2,4,18,2
"791","CROCC",1706,2219,1712,1336,1602
"792","POLR3E",1710,2083,1690,1259,1597
"793","ATP2B4",51021,19446,24849,25675,28612
"794","ZC3H11A",9,10,4,16,6
"795","RIOK2",1682,1547,1575,1256,1764
"796","YIPF1",973,1140,1022,897,895
"797","NDC1",3010,918,876,732,1093
"798","DGKG",34,10,4,0,6
"799","FLYWCH1",3275,5178,3785,2823,3169
"800","UNKL",1359,2115,1360,1257,1082
"801","TBXAS1",97,2,27,14,106
"802","PARP12",427,391,357,459,520
"803","ALDH18A1",5304,6381,6981,5166,8227
"804","TARBP1",1606,1074,901,1115,1347
"805","GATB",1584,1087,941,849,991
"806","MXD1",516,553,550,526,415
"807","CDK17",3108,3003,2401,2295,2033
"808","DNAJC25",767,819,710,817,726
"809","SLC2A3",5994,8020,5787,5450,4434
"810","PSD",45,32,27,45,16
"811","CTDP1",1893,1763,1727,1257,1664
"812","YBX3",9057,12180,8417,7902,10365
"813","STYK1",120,62,135,35,148
"814","WNK1",16160,14930,12789,10146,9931
"816","CCAR1",7376,5637,5092,4660,4967
"817","OGFR",3279,3187,2905,2571,2381
"818","GNA15",2,1,2,0,0
"819","CREB3L3",0,0,0,0,0
"820","PIGV",820,1124,998,689,569
"821","PTPRU",869,2208,829,815,1319
"822","SNRNP40",2193,1481,1242,1117,1512
"823","RIMBP2",0,8,0,8,9
"824","COL11A1",1123,7653,73542,3450,48812
"825","QSER1",4278,2974,2307,2298,3073
"826","MPC1",2144,1965,1524,1463,1701
"827","ACAA1",2063,2593,1955,1889,1775
"828","BCAT1",9805,8079,8459,5516,12264
"829","HDAC7",8920,8506,7406,5953,6156
"830","LZTS1",1310,184,225,266,4092
"831","PRDM6",29,47,77,51,17
"832","WNT8A",0,0,0,0,0
"833","SPAG4",95,160,125,135,122
"834","NCKAP1",17030,16086,14211,11872,14230
"835","MRPS35",2778,2376,2322,2114,2532
"836","GUCY1B1",217,443,220,427,20
"837","SFSWAP",3600,3288,2392,2465,2693
"838","TNK2",2781,2380,2371,1360,3155
"839","MON2",4479,5071,3760,3391,4001
"840","CDH3",0,0,2,0,2
"841","ARSF",0,0,0,0,0
"842","GPBP1",3061,3259,2648,2446,2455
"843","DGAT2",65,68,9,166,26
"844","ZNF112",449,418,392,432,305
"845","CS",10831,5528,5642,4492,6760
"846","LTK",69,24,4,14,10
"847","MRPS24",213,271,192,230,336
"848","ELMO2",2927,2397,2690,2028,2339
"849","WAPL",4715,3541,3330,2788,3429
"850","VMP1",9515,16772,14522,9545,12565
"851","APPBP2",3277,4281,3141,3017,3542
"852","POLD1",2902,913,783,761,1233
"853","SEZ6",0,0,8,6,2
"854","EIF4B",20854,29769,26746,28932,21406
"855","SLC6A16",23,27,30,27,27
"856","BICRA",1224,1280,808,694,1156
"857","SPHK2",1685,1010,1008,1053,1222
"858","RPL18",27548,28425,24339,26023,25030
"859","CA11",10,111,60,42,99
"860","ISOC2",3141,1934,1072,1979,2569
"861","U2AF2",19139,11161,11151,9819,12465
"862","EPN1",13762,9099,8068,6767,8288
"863","MED29",4383,3226,3114,2707,2371
"865","GSC2",0,0,0,0,0
"866","ZNF275",1734,2117,1794,1331,2229
"867","LOC105373378",1734,2117,1794,1331,2229
"868","MTMR1",1385,1980,1470,1331,1362
"869","GPC1",25449,16119,32966,13192,29888
"870","ADCK1",424,393,450,341,322
"871","HAGH",1617,1754,1702,1110,1005
"872","RNF4",6421,5091,5308,3879,4520
"873","CASP8",859,1131,640,866,718
"874","LIMCH1",310,6416,6035,666,591
"875","INTS13",1835,1439,1469,1012,1346
"876","TM7SF3",3322,2295,2816,2342,3308
"877","DLX3",380,10,10,8,0
"878","SPA17",330,89,74,112,123
"879","TSPAN32",33,23,28,38,23
"880","CCN5",245,2508,478,17622,338
"881","DMRT3",0,0,0,0,0
"882","ST3GAL6",43,200,338,35,40
"883","ATP2C2",16,18,0,27,16
"884","NGFR",50,0,4,34,0
"885","CDON",267,2143,235,1793,366
"886","TAF2",3708,2792,2295,2425,2690
"887","HIPK2",4240,3290,3068,2214,6985
"888","TNPO3",6033,3829,3709,3111,4280
"890","RFXANK",2203,1714,1586,1504,1747
"891","TMEM161A",1066,1340,1237,991,1078
"892","LPAR2",87,118,107,106,75
"893","CTSA",16570,27495,24149,24225,16254
"894","SUGP2",8631,6336,5387,5288,5656
"895","SLC12A2",2084,2816,2034,1500,1616
"896","SNX24",1046,1025,740,773,759
"897","EYA2",51,40,0,174,0
"898","CNN2",16338,24419,26469,20485,30280
"899","ABCA7",189,301,550,221,142
"900","SNCAIP",125,43,153,92,16
"901","DDX20",1601,1707,967,959,1338
"902","BTBD1",7367,6011,5392,5251,5588
"903","FAR2",722,124,492,164,650
"904","BCAS1",54,73,12,383,10
"905","POU1F1",0,0,0,3,0
"906","CHI3L2",1,26,2,32,0
"907","SBNO2",4335,6650,4214,5181,4154
"908","PMS1",1501,1609,1092,1262,1310
"909","HMG20B",6030,2485,2393,2278,2790
"910","CALCRL",83,77,139,52,114
"911","TAF11",1186,1020,901,600,989
"912","ANKS1A",1493,1281,1550,832,1305
"913","AP3D1",15456,11839,12946,9284,11290
"914","ZNF76",1763,1726,1407,1261,912
"915","SLC9A3R2",5846,1507,2508,1170,5701
"916","NTHL1",563,338,281,330,502
"917","UHRF1BP1",735,2609,1107,922,1667
"918","GNAI3",11306,7198,6707,6591,8469
"919","IPO5",20487,16678,16233,13649,17917
"920","OAT",11129,9761,13493,10328,10029
"921","WDR3",2572,1835,1677,1282,2156
"922","PKN2",4554,3852,2797,3035,3353
"923","WDR18",2579,1432,1889,1690,2580
"924","TRAM2",39428,34134,26500,26263,35448
"925","NTN1",164,1802,124,2534,52
"926","GLP2R",0,0,4,2,0
"927","MCM10",1482,199,240,286,533
"928","DGKA",2545,3359,2746,1639,1879
"929","ERBB3",48,38,40,18,22
"930","ROPN1",1,0,8,8,0
"931","ANKRD44",692,1117,1067,537,685
"932","KARS1",8963,6682,6216,5816,7526
"933","ADAT1",2164,1345,1210,970,1171
"934","PDIA5",4559,3324,3385,4848,5256
"935","TBC1D22B",644,657,646,518,592
"936","NDUFB4",5661,4404,4778,3764,4350
"937","SPEN",6505,4992,3947,3298,5395
"938","MYLK",20116,20411,27092,18322,16924
"939","ZC3H15",5322,4125,4185,3726,4139
"940","MAP2K4",2143,1714,1549,1390,1772
"941","PACC1",233,341,328,213,318
"942","SNAP91",0,0,2,0,4
"943","SLK",6902,4556,3773,3817,4377
"944","CYB5R4",1523,960,1145,957,1574
"945","COL17A1",19,6,4,4,10
"946","GSTO2",284,171,278,261,140
"947","SEC61A2",675,854,511,472,492
"948","PRKCQ",2,2,2,0,10
"949","TLE2",156,912,49,182,100
"950","ASB1",4127,3528,3123,2610,3080
"951","FAM107B",2077,775,642,599,672
"952","ME1",1844,2465,3295,1967,4192
"953","TBC1D1",3739,1183,1497,1267,2196
"954","CDK13",3509,3814,3231,2639,2928
"955","MTHFD2",3312,8873,5019,4194,9637
"956","SLC9A7",2113,4175,5437,2283,3735
"957","FOXJ2",3052,2187,1825,1545,1998
"958","YBX1",73841,43785,41903,44472,51331
"959","PDE4A",1715,2117,1310,1243,593
"960","PPP2R5A",2799,1729,1434,1664,1833
"961","CTNNA2",0,0,0,0,4
"962","ELAVL1",7176,4267,3842,3705,4555
"963","TIE1",10,2,2,0,0
"964","DIP2B",4183,3120,2472,1882,2342
"965","SMARCD1",3496,2304,2085,1691,2652
"966","KDM4A",1181,1379,1084,918,1094
"967","NFYC",1986,1279,942,1045,1293
"968","ZMYND12",4,18,14,12,6
"969","SLC9A3",383,166,192,129,197
"970","NGEF",799,2,64,42,9
"971","ASPM",14780,1341,1252,1283,2551
"972","CD84",2,0,0,0,2
"973","ELOVL1",12243,7225,7617,6388,7244
"974","SPI1",2,4,2,0,2
"975","ZNRD1",301,312,205,241,264
"976","MPPED2",0,6,14,0,0
"977","CLDN18",91,48,79,59,40
"978","ZBTB11",1793,1319,1155,1178,1442
"979","ATXN3",1527,1408,1024,1205,1250
"980","GOLGA5",3983,4393,4293,3996,3797
"981","FGFR2",8,12,66,47,52
"982","LRRC40",2272,1355,1147,1159,1648
"983","ISOC1",484,470,463,318,447
"984","EML1",2408,1939,1518,1866,2086
"985","TRMT11",838,953,776,737,768
"986","THUMPD1",2973,2406,2092,1890,2350
"987","MSANTD3",3391,2269,1875,1859,2367
"988","KIF26A",0,0,0,2,0
"989","ATG2B",3187,3379,2616,2489,2761
"990","ARFGEF1",5007,4149,4012,3278,3706
"991","ACSM2B",0,0,0,0,0
"992","ZFAT",600,827,608,400,540
"993","MTFR1",2058,1434,1340,1275,1120
"994","STAG3",192,248,179,209,163
"995","FECH",2471,2731,2161,2178,2184
"996","MYO9A",4586,3541,2457,2947,3431
"997","DDX3Y",4792,6197,5251,3923,4395
"998","PFKP",13177,4689,6968,5079,11618
"999","IDI1",6276,3342,4834,3333,4546
"1000","SP100",4438,5138,4470,4183,4280
"1001","KLF6",29877,7201,9095,10470,13918
"1002","PLPP1",3538,3213,2524,2888,2463
"1003","NEO1",4714,1781,2012,2305,4592
"1004","TRAM1",19870,48259,36149,27768,24084
"1005","PHKA1",45,181,492,86,316
"1006","TNFRSF1A",9309,11958,9815,8577,7813
"1007","CACNB1",1014,990,986,696,782
"1008","EVI5",1907,1900,2207,1507,1448
"1009","STOML1",1627,1260,1583,1033,1461
"1010","PKM",179957,87504,133257,91279,136757
"1011","DHX29",3883,3270,2806,2329,2844
"1012","DNTTIP2",4056,2718,2714,1959,2810
"1013","METTL22",1514,1600,1371,1030,1407
"1014","TP53BP1",4846,5018,4700,3851,4354
"1015","TRO",766,887,718,779,1627
"1016","RRP15",1786,1301,1080,836,1787
"1017","RHOA",66667,43137,44950,40630,47094
"1018","DHX8",4276,3373,2963,2578,2776
"1019","PMS2P4",206,185,155,144,141
"1020","PRKCZ",50,15,6,21,13
"1021","ZFY",1298,1578,1123,1168,857
"1022","IARS2",9167,7305,6672,5729,5677
"1023","SYT1",76,106,172,156,68
"1024","NAV3",1906,3471,4117,1654,3493
"1025","IDH3G",3118,1866,2209,2131,2475
"1026","ROGDI",604,458,455,453,445
"1027","PDZD4",19,3,18,27,24
"1028","ATP2B3",8,7,8,0,2
"1029","ROCK1",10681,6833,7814,4798,8237
"1030","CBFB",8747,2934,2922,2653,3275
"1031","PDK3",92,20,100,25,114
"1032","HYAL2",1994,970,1279,958,1334
"1033","HDAC4",1223,1431,1029,938,978
"1034","RASSF1",5650,3060,3961,2755,2804
"1035","FGFR3",411,99,14,36,78
"1036","IFI35",1341,2145,1565,1584,1125
"1037","HEATR6",1334,1244,967,963,1046
"1038","COASY",3556,3081,2563,2088,2490
"1039","PLEKHH3",2189,2008,1847,1205,1551
"1040","MEF2A",3628,4015,3647,3323,3140
"1041","OTUD5",3889,3802,4086,3181,3594
"1042","TFE3",10530,9713,8189,7067,7845
"1043","TBC1D25",1319,1280,1082,859,1340
"1044","ACSL4",7952,5152,5157,4486,6719
"1045","INPP5A",2412,1223,1942,1340,1274
"1046","GPKOW",2009,1544,1299,1367,1314
"1047","GRIPAP1",2228,2310,2023,1484,2027
"1048","FTSJ1",4017,2016,2094,2230,3438
"1049","PRR11",6346,501,509,680,1623
"1050","REEP1",10,8,2,6,34
"1051","ATP11A",1784,2553,2068,1953,1569
"1052","POLR1A",5384,5431,4836,3171,4041
"1053","LAPTM4A",29089,49135,42483,33033,31141
"1054","TTC7A",3669,4159,3135,3098,2534
"1055","IP6K2",2588,3235,2017,1920,2192
"1056","STON1-GTF2A1L",6,1,0,0,0
"1057","SRBD1",1433,1232,808,769,865
"1058","KIF2A",2869,2035,1972,1564,2326
"1059","RASGRP2",10,24,46,6,8
"1060","PSME4",6446,4551,4411,3894,4563
"1061","IFT80",1356,2246,1649,1561,1010
"1062","SIRT2",3449,3968,2779,2921,2767
"1063","ERLEC1",5451,6156,6594,4628,5372
"1064","PPP2R5B",1830,1915,1643,1199,1396
"1065","PYGM",8,0,6,6,5
"1066","PAGE1",0,0,0,0,0
"1067","PITX1",6,0,110,6,310
"1068","TRPC7",0,0,0,0,0
"1069","MAST4",970,1080,1017,531,561
"1070","ADGRF5",2,0,0,2,0
"1071","SDK2",18,6,9,10,4
"1072","ADAM7",0,0,0,0,2
"1073","NUP133",3791,3011,2766,2420,2643
"1074","NUCKS1",40362,21439,18092,17972,23183
"1075","VPS35",12011,9128,7767,8260,8636
"1076","DNAJA2",5002,4505,4235,3808,3962
"1077","BCL3",726,1549,997,1089,1040
"1078","KCNAB2",943,431,718,496,333
"1079","ABCC9",1859,2214,764,3191,702
"1080","GAL",24,0,0,12,2
"1081","CLEC2D",217,197,315,169,155
"1082","FUNDC1",773,641,442,432,510
"1083","MAOB",0,0,0,4,0
"1084","RORA",927,1316,1209,937,1238
"1085","DRD4",32,31,47,16,18
"1086","TGFBR3",4978,17566,6206,9538,2643
"1087","PLA2G10",3,0,2,0,0
"1088","HES2",2,12,8,4,2
"1089","ATP1B3",10526,5808,7363,6421,9598
"1090","NEDD4",3361,2206,2180,2578,4912
"1091","PIGB",611,728,758,806,491
"1092","MAPK6",6320,5089,4077,4276,6852
"1093","GNB5",1991,1007,1148,967,1320
"1094","RAB27A",1983,1798,1716,1270,1209
"1095","HDHD5",2042,1785,1617,1689,1783
"1096","UFD1",4336,2865,3351,2418,3582
"1097","LRP6",3415,4085,2778,3098,2935
"1098","GUCY2C",0,0,1,0,4
"1099","SCT",15,25,6,0,3
"1100","PHRF1",4988,3621,3058,2417,3292
"1101","ELP1",3616,2779,2769,2009,3044
"1102","NUCB2",7398,4674,5207,5688,7353
"1103","PFN2",14954,9781,11996,6981,20166
"1104","PTPN3",18,6,0,6,23
"1105","SPTB",178,2,4,0,6
"1106","DAPP1",2,0,0,2,4
"1107","FGF10",2,29,59,2,2
"1108","SLC44A1",10009,7966,8019,5369,5173
"1109","TMEM260",1280,1519,1295,1132,1137
"1110","SMG6",2240,2556,2380,1911,1571
"1111","EXOC5",8385,6830,5817,5176,6606
"1112","CLTCL1",811,793,888,676,1422
"1113","FGF22",36,20,20,20,10
"1114","FSTL3",3369,5554,5469,2414,5994
"1115","DGCR2",6402,5120,5230,4064,4006
"1116","RNF126",3660,2105,2035,1695,2406
"1117","MNT",1591,2291,1376,1165,2650
"1118","ZXDC",1242,1199,897,914,1040
"1119","JMJD6",2015,1586,1632,1225,2394
"1120","POLB",428,360,347,285,510
"1121","ST6GALNAC1",0,0,0,0,0
"1122","WIPI1",3028,5816,4944,5386,4170
"1123","FRMPD1",10,2,0,0,0
"1124","GBA2",2954,2659,2432,1890,2074
"1125","NDST1",21022,44039,30073,25402,26836
"1126","ASNS",119,430,271,167,95
"1127","AP3M2",2036,1506,1208,1109,982
"1128","CNGB1",2,0,0,0,0
"1129","ST6GALNAC2",124,4,6,12,2
"1130","CHAT",0,0,0,0,0
"1131","PABPC1",42768,49539,44320,37391,45986
"1132","TESK2",159,118,171,178,175
"1133","CFAP20",1438,1405,1282,948,1192
"1134","CSNK2A2",3654,3513,2685,2545,2897
"1135","PTPN21",3700,4264,3282,3015,2857
"1136","EIF2B3",2238,1503,1569,1372,1827
"1137","CAMK2A",70,2,14,16,18
"1138","TCOF1",4370,2533,2454,2029,2720
"1139","CDC42",40,40,33,22,58
"1140","OSBPL3",7245,5410,5036,3640,3672
"1141","EPHA8",0,0,0,0,0
"1142","SLC12A3",0,0,0,0,0
"1143","RAD18",2153,735,658,553,875
"1144","ATP2B1",8489,10215,8965,5608,5620
"1145","TRPM5",0,0,1,0,0
"1146","NCK2",2261,1667,1322,1330,1752
"1147","MAP4K4",38054,24929,20343,21769,22227
"1148","MGAT4A",0,0,0,0,0
"1149","RPL31",40680,52867,52164,52192,46144
"1150","WDR1",64634,27034,34018,25599,47584
"1151","SNX13",3105,3443,2913,2850,2627
"1152","MS4A12",0,0,2,0,0
"1153","ARHGAP10",2194,1885,1744,1190,1316
"1154","RPS6KA2",5487,13856,9276,8267,14206
"1155","ING3",1048,839,674,584,760
"1156","VASH1",359,319,209,387,321
"1157","LMCD1",1847,15442,8195,12741,3488
"1158","BUD23",4160,3722,3720,3376,4533
"1159","SEL1L",11030,17357,14707,13174,12576
"1160","TRIP13",4145,508,508,510,1130
"1161","ATP6AP1",8984,9583,8529,8224,10518
"1162","TCF3",7000,4242,3165,3676,5251
"1163","TRIB2",1479,1536,3593,1513,2147
"1164","DAZAP1",14350,8130,6312,6312,9003
"1165","MBD3",5976,3993,3759,2814,3516
"1166","PRLH",0,0,0,0,0
"1167","HLTF",3270,2125,1567,1623,2051
"1168","FAM50A",8363,6692,7547,6372,7336
"1169","FAM3A",1952,2073,1985,1502,1394
"1170","CPSF1",5980,4654,6026,4396,5936
"1171","MYO3B",0,10,8,0,0
"1172","CYBRD1",28590,59468,58824,42585,21424
"1173","CDH19",0,0,0,0,0
"1174","PDCD2",3087,3085,2525,2272,2572
"1175","SLC6A15",648,331,624,398,561
"1176","RDH11",4695,3231,3945,3339,3897
"1177","PRKACA",10505,5935,5624,4641,4836
"1178","ADGRL1",767,872,564,525,447
"1179","SPP2",0,0,0,0,0
"1180","ACTN1",51611,33631,52062,31031,61238
"1181","ZFYVE26",2980,3173,2620,2381,2084
"1182","RPS6KA6",321,108,368,91,270
"1183","EPN2",2058,1815,1342,1245,1278
"1184","PTPN18",2889,1364,1397,963,1468
"1185","LIMS2",1422,2699,1726,876,2148
"1186","ASIC4",0,8,14,2,8
"1187","SPEG",10291,5443,6289,5377,9244
"1188","LNX1",574,752,216,643,222
"1189","ALDH3A2",2682,3434,2842,2337,2346
"1190","TFRC",13509,13905,14104,11757,17196
"1191","SREBF1",4973,6180,3903,5261,4854
"1192","TRPC5",6,0,0,32,0
"1193","AFF4",10944,12258,10369,9838,11148
"1194","UBE2D1",1367,2011,1590,1462,1078
"1195","MPP5",3981,3137,2874,2015,3053
"1196","RHOBTB1",1665,4436,3023,3206,2957
"1197","SMC1A",9168,4172,3615,3555,4431
"1198","HSD17B10",3269,2897,2736,1913,2731
"1199","MARK2",2393,1813,1607,1220,1789
"1200","HMMR",2738,305,275,286,663
"1201","CHFR",3216,2636,2212,2126,2655
"1202","TRHDE",705,112,827,66,551
"1203","P4HA2",11506,8296,9012,13348,19366
"1204","FCGR2B",4,0,2,0,0
"1205","NFATC3",1217,1116,944,743,1042
"1206","TRNT1",1257,1088,1380,1061,1353
"1207","ACADVL",18233,12699,10950,11031,9192
"1208","STK10",5228,2695,3391,2746,5667
"1209","FBXW11",4745,4949,4024,3460,4433
"1210","ACAP1",190,329,313,209,233
"1211","CRMP1",1130,1584,1057,1216,970
"1212","EVC",5025,6560,5534,5989,4412
"1213","DERL2",3416,2983,2533,1930,2352
"1214","SIDT1",0,2,0,2,6
"1215","NDE1",3423,1294,1147,1044,1326
"1216","MRVI1",1758,782,3514,1815,51
"1217","TMEM38A",50,103,51,32,20
"1218","AP1M1",6118,4767,3994,3217,4729
"1219","PVR",4166,5981,3959,3612,3690
"1220","XRCC1",1651,823,772,539,753
"1221","SCARB1",719,678,650,450,881
"1222","CYP2W1",4,4,0,4,4
"1223","MCM2",4624,942,962,923,1571
"1224","MOV10L1",52,160,77,117,50
"1225","PANX2",115,168,203,81,282
"1226","SELENOO",1428,1108,1383,1121,959
"1227","TP63",0,4,34,4,0
"1228","ALPK1",1038,1643,1051,904,759
"1229","LLGL2",4,2,4,0,4
"1230","PDE8A",2986,1635,1529,1366,1917
"1231","CLCN4",172,251,112,32,162
"1232","NLE1",1292,1229,779,855,994
"1233","SDHA",9122,6482,6061,5273,5994
"1234","SMARCE1",625,505,384,470,464
"1235","FNDC8",1,0,3,4,6
"1236","GSDMB",396,390,444,336,334
"1237","KDM5A",4379,4342,3917,3790,3612
"1238","ADAM11",53,33,67,39,46
"1239","PPP2R3A",3197,1718,1638,1948,2095
"1240","FERMT2",12418,12457,11350,8704,14343
"1241","ABCB11",0,0,0,0,0
"1242","DHRS9",0,0,0,0,0
"1243","CD5L",0,0,4,0,0
"1244","PTGS2",2215,459,1001,973,494
"1245","IGF2BP2",5392,6143,4009,4471,5833
"1246","MAP3K13",1460,1192,1029,985,1075
"1247","ST6GAL1",31,51,106,35,42
"1248","TBX21",0,0,2,0,0
"1250","FRY",626,2051,1792,623,131
"1251","PICALM",20662,11467,13699,10383,14796
"1252","NSF",3482,2566,3177,2282,2385
"1253","GLI2",2746,1139,1729,827,1795
"1254","CLASP1",3701,4297,3234,2792,2958
"1255","MRPS34",4859,2789,3060,2481,3619
"1256","NOTCH3",18558,3879,12991,3771,4526
"1257","CLNS1A",3945,4249,3350,2987,3525
"1258","PPP2R2C",123,8,64,14,50
"1259","TEAD2",2007,1534,1247,1088,1793
"1260","EED",1364,1185,852,832,808
"1261","CDHR2",24,21,3,5,8
"1262","SNCB",4,0,0,2,6
"1263","TSG101",3843,3753,3374,3227,3638
"1264","NCBP3",4495,3486,2643,2764,3675
"1265","ATP2A3",122,54,930,72,42
"1266","CA12",11254,2820,3216,4614,7468
"1267","MGLL",10492,4562,9024,5310,7307
"1268","NTN4",1201,9657,9830,698,6778
"1269","BCS1L",2160,1371,1116,1075,1359
"1270","NUAK1",2315,3248,6400,1672,4337
"1271","DPP8",4131,3312,3050,2933,3381
"1272","SLC24A1",1331,1084,844,655,832
"1273","ZNF532",5530,5472,3761,4520,4957
"1274","SCARF1",16,29,20,44,10
"1275","LMAN1",15340,17266,15989,15561,21885
"1276","HACD3",10941,7260,6343,5374,6369
"1277","IPCEF1",10,91,8,17,4
"1278","ZZEF1",4743,3831,3582,3206,3212
"1279","NOX3",0,0,0,0,0
