"","SYMBOL","HH07","HH17","HH18","HH19","HH27"
"45460","TGIF2-RAB5IF",0,0,0,0,0
"45462","LOC105371006",0,0,0,0,0
"45474","CTXND1",2,0,2,0,2
"45477","LOC105370906",0,0,0,0,0
"45479","LOC101929439",5,9,0,2,0
"45483","LOC145694",256,241,278,164,258
"45488","THTPA",260,445,412,299,221
"45492","OR4N3P",0,0,0,0,0
"45495","MAPK6-DT",15,11,6,7,0
"45496","LINC01833",0,0,0,0,0
"45503","LOC101928134",0,0,0,0,0
"45510","ADNP-AS1",51,65,48,29,35
"45512","MGC15885",8,0,0,0,2
"45516","CPEB1-AS1",6,14,10,6,0
"45525","LINC01169",0,0,0,0,0
"45526","LINC02205",0,0,0,0,0
"45532","SORD2P",30,12,22,52,26
"45534","RORA-AS2",0,0,0,0,0
"45541","MRPL46",435,351,329,292,291
"45554","UBE2Q2L",34,16,5,30,23
"45559","ANP32AP1",12,2,3,4,12
"45561","LINC01583",17,2,0,2,116
"45563","LOC101928414",16,3,0,12,0
"45568","LINC00052",0,0,0,0,0
"45571","LOC101928850",0,0,0,0,0
"45580","LOC102723335",2,6,0,0,4
"45581","LOC649133",0,0,0,0,0
"45605","BLID",3,6,5,0,5
"45613","LOC101927310",0,0,0,0,0
"45614","LOC101927751",219,347,213,189,172
"45638","LINC01582",0,0,0,0,0
"45646","LOC102724452",0,0,0,0,0
"45659","LOC105370954",0,0,0,0,0
"45676","LOC100128108",83,133,62,108,118
"45681","LINC02254",0,0,0,0,0
"45683","LINGO1-AS1",0,0,0,0,0
"45689","IQCH-AS1",156,186,172,136,64
"45710","LOC107984784",0,0,0,0,0
"45716","LOC105370969",0,0,0,0,0
"45718","HSP90B2P",22,12,14,26,18
"45727","LINC00677",0,2,0,0,1
"45730","LOC100131315",863,364,903,306,584
"45733","LINC01581",0,0,0,0,0
"45743","CRTC3-AS1",12,9,4,4,4
"45764","PCSK6-AS1",0,0,0,0,0
"45770","LOC283710",2,4,0,0,0
"45772","LOC103171574",12,12,14,12,1
"45775","LINC01922",0,0,0,0,0
"45779","LINC02259",1,2,1,2,0
"45792","SLC22A31",0,6,0,0,0
"45793","LOC107984813",8,9,9,4,6
"45806","LYPD8",3,8,7,0,0
"45807","LOC112267983",46,46,45,34,34
"45810","LINC00567",0,0,0,8,0
"45815","LINC01904",0,0,0,0,0
"45818","LINC01566",0,0,0,0,0
"45824","LINC02126",19,6,6,19,2
"45825","LOC442028",0,0,0,0,0
"45826","VENTXP1",0,0,0,0,0
"45847","LOC101927793",0,0,0,0,0
"45849","EHD4-AS1",1,4,3,2,3
"45850","NR4A1AS",0,0,0,0,1
"45851","FIGNL2-DT",0,0,0,0,0
"45856","LOC729652",8,12,4,8,3
"45861","PWRN1",0,0,0,0,0
"45862","PWRN3",0,0,0,0,0
"45870","LOC100509620",0,0,0,0,0
"45881","LOC107984893",0,0,0,4,0
"45884","LOC105371049",8,23,18,15,3
"45892","CDRT7",0,0,0,0,0
"45895","LINC02124",0,0,0,0,0
"45900","IL21R-AS1",8,3,0,0,0
"45902","RBM15B",5944,4841,4450,3829,5551
"45907","THSD4-AS1",0,2,0,2,2
"45914","LINC00261",0,0,0,0,0
"45937","TGFBR3L",187,138,270,125,187
"45943","LINC02130",0,0,0,0,0
"45951","LINC01992",0,0,0,0,0
"45956","LINC02189",0,0,0,0,0
"45957","HOXB7",1176,756,1119,687,991
"45961","NORAD",26422,35768,29816,23882,21694
"45963","LCMT1-AS2",26,12,9,8,8
"45981","LOC101928728",65,31,32,16,35
"45987","LOC101927026",0,0,0,0,0
"45992","LOC643802",0,0,0,0,0
"45993","LOC105373383",30,24,20,10,12
"45995","MIR762HG",12,8,12,23,9
"45999","DDX59-AS1",12,1,1,6,0
"46000","ADAM3B",0,0,0,0,1
"46005","LINC00564",0,0,0,0,0
"46008","SPDYE6",105,27,34,43,36
"46010","LOC101927402",16,16,12,14,10
"46011","LINC01070",0,0,0,0,0
"46014","AOC4P",0,0,0,0,0
"46027","AGBL1-AS1",0,0,0,0,0
"46029","ULK4P2",17,2,4,4,4
"46061","LINC01413",7,0,0,0,0
"46075","LINC02240",0,0,0,0,0
"46092","CD2BP2-DT",59,36,29,37,22
"46093","CCDC187",0,0,0,3,0
"46096","LOC102724163",13,3,7,4,11
"46098","FRRS1L",2,16,24,50,90
"46099","KDM7A-DT",182,304,150,205,106
"46106","PMF1-BGLAP",0,0,0,0,0
"46122","LINC02166",40,14,19,14,25
"46123","SNHG19",1173,909,621,767,1005
"46126","LINC2194",0,0,0,0,0
"46128","PPIAP46",8,0,2,6,2
"46130","LINC00919",0,0,0,0,0
"46140","LOC105371414",194,286,149,218,158
"46141","SLX1B-SULT1A4",0,0,0,0,0
"46146","ARMH2",0,0,0,0,0
"46147","TBC1D3G",0,0,0,0,0
"46159","NTRK3-AS1",0,0,0,0,0
"46166","MRC1",10,0,10,10,0
"46171","HSPB9",8,20,4,2,2
"46181","HEXA-AS1",16,16,15,4,4
"46185","LINC01043",0,0,0,0,0
"46205","AQP4-AS1",0,0,0,0,0
"46213","LDC1P",0,0,0,0,0
"46215","LINC00562",10,6,2,2,10
"46216","WBP11P1",2,2,0,0,0
"46221","LOC105371184",6,42,14,34,8
"46241","LINC02182",2,8,0,5,2
"46243","LINC02367",4,0,0,0,2
"46247","SCX",68,88,67,64,41
"46250","LINC01917",0,0,0,0,0
"46253","LMF1-AS1",127,56,4,65,301
"46256","ATP2A1-AS1",76,24,21,18,25
"46267","C16orf95",102,50,76,46,43
"46269","KCNJ18",0,0,0,1,0
"46277","LINC01290",3,6,2,3,0
"46285","LINC01584",0,0,0,0,0
"46296","LOC102723322",0,2,2,2,0
"46315","LOC105371335",0,0,0,0,0
"46330","IRS4",0,0,0,0,0
"46331","MT1L",495,52,155,143,244
"46333","PWRN2",0,0,0,0,0
"46334","LOC101927809",27,30,55,67,28
"46354","LOC105378231",2,0,20,0,4
"46356","LINC00515",2,10,4,2,4
"46361","STAM-AS1",70,70,38,41,32
"46367","DUX4",0,0,0,0,0
"46370","LOC101929124",0,0,0,0,0
"46394","BGLT3",0,0,0,0,0
"46395","SNAI3-AS1",420,306,295,280,279
"46413","LOC100653233",0,0,0,0,0
"46417","LOC105376731",4,0,0,0,0
"46429","LINC01541",0,0,0,0,0
"46442","ANKRD20A1",0,4,0,0,2
"46449","LINC00543",0,0,4,0,6
"46457","LINC01243",0,0,0,0,0
"46468","TLE7",2,0,0,0,0
"46469","LOC100505915",10,10,4,14,8
"46470","LINC01227",2,0,0,0,0
"46471","LINC00554",0,0,0,0,0
"46480","LOC101928737",61,35,22,55,32
"46498","LOC106660606",62,78,73,113,56
"46499","LOC101927410",0,0,0,0,0
"46504","CASC17",0,0,0,0,0
"46507","LOC440346",1,1,4,2,4
"46508","LINC02280",2,5,2,2,8
"46515","SERTM2",0,0,0,0,0
"46517","LINC01963",716,589,564,352,417
"46520","LMF1",21,35,10,24,9
"46524","OR4C45",0,0,0,0,0
"46536","LOC101928417",0,0,0,0,0
"46541","LINC01964",0,0,0,0,0
"46549","FBXL19-AS1",257,341,344,219,214
"46551","LINC02184",0,0,0,0,0
"46558","LOC101928446",10,0,0,2,2
"46564","LINC01960",22,12,4,20,2
"46568","LOC105371050",6,5,5,6,1
"46569","LINC01229",0,0,0,0,0
"46573","HCCAT5",0,0,0,0,0
"46577","TAT-AS1",0,0,0,0,0
"46578","CASC22",0,0,0,0,0
"46584","ARLNC1",15,2,9,9,0
"46586","ADPGK-AS1",1,4,4,7,16
"46589","LINC02011",0,0,0,0,0
"46590","XKR7",0,0,3,0,0
"46595","LINC00565",204,423,302,221,300
"46598","LINC01254",8,0,0,0,0
"46600","CCPG1",993,2532,2686,1496,1742
"46601","LOC103344931",357,505,335,351,361
"46609","LOC105370791",0,0,0,0,0
"46610","LOC101927556",11,13,5,5,5
"46612","LINC01416",0,0,0,0,0
"46616","LOC105370829",0,0,0,0,0
"46618","LINC00622",6,2,8,2,5
"46619","CAPN10-DT",208,158,144,136,162
"46621","FOXC2-AS1",5,3,3,1,5
"46631","LOC105371200",0,0,0,0,0
"46633","LINC00557",0,0,0,0,0
"46634","LOC105371264",0,0,0,0,0
"46653","LOC105371046",2,13,9,12,2
"46658","LOC101927450",0,0,0,0,2
"46666","LINC01572",102,33,22,36,43
"46671","LINC02165",0,0,0,0,0
"46676","GS1-279B7.1",0,0,0,0,0
"46687","LINC02544",8,15,101,10,14
"46688","WFDC21P",244,395,708,310,284
"46698","SULT1A3",5,9,0,7,11
"46714","LOC338694",0,3,0,0,0
"46717","LINC01195",0,0,0,0,0
"46725","LINC02516",3,12,10,3,2
"46729","LOC112268176",2,0,0,0,0
"46730","LINC02178",0,0,0,0,0
"46733","LOC101928708",1,0,0,0,0
"46735","LINC00563",0,2,0,0,0
"46741","LMO7-AS1",40,691,1059,532,421
"46746","TMEM178B",2,22,50,8,10
"46751","LINC02473",0,0,2,0,0
"46752","LINC02167",0,0,0,0,0
"46755","RBFADN",54,71,25,35,43
"46758","MPV17L",0,0,0,0,0
"46761","LOC105370941",82,34,71,53,43
"46769","EPPK1",28,8,17,6,8
"46773","LINC01989",0,0,0,0,0
"46780","LOC107984827",0,0,0,1,0
"46784","LINC02188",10,0,0,0,4
"46789","SPINT1-AS1",0,0,0,0,0
"46790","LOC101928618",0,0,0,0,0
"46795","C16orf97",0,0,0,0,0
"46797","RNF126P1",0,0,0,0,2
"46799","LINC01898",0,0,0,0,0
"46806","LOC114841040",0,0,8,0,0
"46810","LINC00561",0,0,0,0,0
"46814","CLEC19A",0,0,0,0,0
"46824","ZNF865",1878,1782,1611,1265,1519
"46829","LINC02133",0,0,0,0,0
"46834","BOP1",4023,1883,2338,1930,3030
"46838","LOC112267895",0,0,0,0,0
"46843","GOLGA8T",2,9,12,4,3
"46844","GOLGA8K",2,9,12,4,3
"46846","LINC01751",0,0,0,0,0
"46849","LOC100287036",66,7,4,3,15
"46852","LOC102723786",0,0,0,0,0
"46861","MUC22",0,0,0,0,0
"46867","ULK4P1",1,1,0,1,0
"46871","LOC101928392",0,0,0,0,0
"46872","ATP2C2-AS1",33,15,7,8,6
"46883","LOC105371286",2,10,9,3,2
"46888","FIGNL2",86,40,18,43,20
"46894","LINC01834",0,0,0,0,0
"46899","LINC02192",0,0,0,0,0
"46907","LOC105274304",11,21,27,12,19
"46910","LINC01616",0,375,0,0,0
"46911","LOC105372440",10,0,0,0,1
"46921","PYCARD-AS1",0,1,1,1,0
"46927","MANEA-DT",50,35,24,20,40
"46931","PECAM1",0,0,4,0,0
"46932","VPS9D1-AS1",120,142,119,104,75
"46941","MAFTRR",0,3,2,1,7
"46945","LOC101927227",0,0,0,2,0
"46948","LINC01177",0,0,0,0,0
"46949","LOC112268173",0,0,0,0,0
"46955","LOC101928035",7,2,11,0,0
"46958","TEN1-CDK3",73,90,75,69,46
"46967","TMEM202-AS1",48,42,49,37,23
"46975","LINC01613",0,0,2,0,0
"46980","LOC100288748",0,0,0,0,0
"46982","DKFZP434H168",0,0,0,0,0
"46988","LINC00559",0,2,5,0,0
"46990","LOC102723692",0,0,0,0,0
"46994","LINC01003",234,312,202,236,138
"46995","TUBB8",0,2,0,0,6
"47002","LOC102723385",1,2,0,0,0
"47014","GOLGA8M",0,0,0,0,0
"47020","TBILA",39,14,24,8,56
"47025","LINC00566",0,0,0,0,0
"47029","LINC01686",6,12,19,13,14
"47032","TP53TG3B",0,0,0,0,0
"47033","LOC102723655",0,0,0,0,0
"47034","LOC102723713",0,0,0,0,0
"47035","TP53TG3E",0,0,0,0,0
"47036","TP53TG3F",0,0,0,0,0
"47040","LINC01976",0,0,0,0,0
"47042","LINC00558",0,0,0,0,0
"47044","DLGAP1-AS5",0,0,0,0,0
"47045","LOC100133920",0,0,0,1,0
"47070","SMG1P7",344,642,370,440,369
"47071","LOC107984138",344,642,370,440,369
"47073","LINC01859",0,0,0,0,0
"47092","TMEM249",10,3,0,4,4
"47097","TPBGL",2,0,0,0,2
"47104","PRSS46P",0,0,0,0,0
"47109","GAN",664,637,564,629,868
"47115","LINC01858",0,0,0,0,0
"47117","LINC02177",6,0,0,0,0
"47122","LINC02179",0,0,0,0,0
"47139","DISC1FP1",0,2,0,0,0
"47143","GOLGA6L7",0,0,0,4,0
"47146","C15orf65",71,82,57,66,93
"47150","BEAN1-AS1",0,2,0,0,0
"47154","TTC39A-AS1",0,0,0,0,0
"47156","LINC00560",0,0,0,0,0
"47157","LY6L",0,0,0,0,0
"47164","SCRT1",6,12,9,4,2
"47168","LINC00838",0,0,0,0,0
"47177","LOC101928682",2,0,0,0,6
"47178","HPR",0,0,2,0,2
"47180","LINC02168",0,0,0,2,0
"47188","SSTR5-AS1",0,0,0,0,0
"47190","LINC01477",0,0,0,0,0
"47191","H2BC20P",261,268,211,175,162
"47200","GS1-204I12.4",0,0,5,0,3
"47206","CLCA4-AS1",16,54,50,23,30
"47207","MIR3976HG",0,0,0,0,0
"47208","GOLGA8S",0,4,2,3,0
"47209","BOLA2-SMG1P6",7,5,9,7,6
"47210","FRG2KP",0,0,0,0,0
"47211","LINC00922",0,4,5,0,0
"47213","LOC100128882",9,9,2,3,11
"47217","LINC02180",0,0,0,0,0
"47224","LOC100507334",3,0,10,0,0
"47225","LINC02616",0,0,0,0,0
"47232","DNAAF4-CCPG1",0,0,0,0,0
"47237","LOC100506083",31,17,9,17,16
"47240","LINC02582",12,0,0,0,0
"47241","LINC01654",0,0,0,0,0
"47245","TCF24",0,0,2,0,0
"47250","GOLGA8H",31,32,17,18,17
"47252","ISY1-RAB43",0,0,0,0,0
"47254","LOC101929536",0,0,0,0,0
"47257","LOXL1-AS1",1229,561,663,543,1253
"47259","LINC02140",0,0,0,0,4
"47261","LINC02141",0,0,0,0,0
"47276","LINC00662",390,594,435,426,503
"47280","CLN3",1,2,0,2,0
"47287","LOC730183",59,55,28,24,14
"47290","LOC100288728",0,0,0,0,0
"47291","LINC02186",0,0,0,0,0
"47292","MIA",0,2,0,0,0
"47293","LINC01996",0,0,0,0,0
"47299","LOC100130950",45,32,44,44,26
"47310","LOC400627",2,16,2,2,2
"47311","PCDHGA9",300,246,76,104,56
"47314","GFY",4,0,0,0,0
"47327","LOC101927727",589,16,71,136,78
"47337","LOC105371592",3,3,2,2,0
"47339","LOC100506388",0,0,0,2,0
"47341","SNORD3B-2",10,0,0,6,8
"47342","DKFZP434A062",18,45,37,28,12
"47353","DHX33-DT",0,0,0,0,0
"47359","BCAR4",2,0,0,0,1
"47372","LINC02175",36,63,44,26,26
"47378","MYMX",0,0,0,0,0
"47379","OCLM",24,39,14,20,11
"47381","LINC02861",76,189,153,183,27
"47383","LINC01978",0,4,4,0,4
"47386","PCDHGB3",83,228,161,161,236
"47392","LOC105371508",0,0,0,0,0
"47394","CORO7",160,68,100,87,86
"47427","MMP12",76,20,16,28,10
"47446","CCER2",2,6,1,2,6
"47463","SMIM28",0,0,0,0,0
"47469","PCDHGA4",255,738,1218,429,169
"47472","LINC01979",0,2,6,0,2
"47473","LOC554206",48,33,54,12,14
"47479","OR1D5",0,0,0,0,0
"47480","OR1D4",0,0,0,0,0
"47486","SPON1",237,1417,225,285,58
"47490","OVCA2",0,0,0,0,0
"47491","OR1F1",2,2,7,0,6
"47494","GLIS2-AS1",23,10,9,16,7
"47518","MRPL12",491,254,242,190,328
"47523","LOC101928855",2,16,0,2,0
"47530","C19orf84",0,0,0,0,0
"47532","LOC101927060",521,914,472,462,404
"47535","LOC101927911",2,0,2,0,0
"47544","CCNQ",1505,1069,1207,979,1161
"47547","ALOX12P2",2,2,2,9,2
"47554","LOC101928266",0,4,0,5,2
"47562","LOC101927131",1,0,0,0,0
"47563","GTF2I",3178,2721,2230,1960,2215
"47564","ZNF234",751,838,692,767,672
"47566","ROCK1P1",38,47,28,34,20
"47577","LOC101929552",4,0,0,5,4
"47579","RNF213-AS1",23,40,33,28,14
"47582","LOC105371083",17,6,0,6,0
"47596","MYZAP",8,0,2,2,0
"47608","DPEP2NB",2,0,0,0,0
"47632","THCAT158",6,5,7,11,4
"47636","LOC105371084",13,17,2,7,6
"47640","LINC01982",0,0,0,0,0
"47644","TAPT1-AS1",45,130,86,47,89
"47651","PPIAL4A",0,0,0,0,0
"47652","MIR5011",0,0,0,0,0
"47655","MIR378H",5,0,1,0,0
"47656","MIR5702",0,0,0,0,0
"47661","MIR548AO",0,0,0,0,0
"47663","MIR5584",0,0,0,0,0
"47664","LOC105372035",0,0,0,0,0
"47666","MIR3973",0,0,0,0,0
"47667","MIR3119-2",0,0,0,0,0
"47671","MIR3170",0,0,0,0,0
"47672","TMEM220-AS1",24,62,66,52,21
"47673","MIR4673",1,0,0,0,0
"47675","MIR4660",0,0,0,0,0
"47676","MIR4747",0,0,0,0,0
"47679","MIR4538",0,0,0,0,0
"47680","MIR3187",0,0,0,0,0
"47685","TMEM238L",4,0,0,0,0
"47689","MIR3158-1",0,0,0,0,0
"47690","LINC01919",0,0,0,0,0
"47691","MIR4753",0,0,0,0,0
"47693","MIR4450",0,0,0,0,0
"47696","MIR5189",0,0,0,0,0
"47697","MIR4455",0,0,0,0,0
"47699","PPIAL4C",0,0,0,0,0
"47700","SRSF8",1813,1831,2085,1485,1718
"47702","MIR3130-2",0,0,0,0,0
"47703","MIR3156-1",0,0,0,0,0
"47712","LOC101927539",0,0,0,0,0
"47717","MIR4497",0,0,0,0,0
"47718","MIR5699",0,0,0,0,0
"47719","MIR4311",0,0,0,0,0
"47720","FAM72C",62,17,4,14,6
"47721","MIR3668",0,0,0,0,0
"47722","MIR548AN",0,0,0,0,2
"47723","LINC02563",0,0,0,0,0
"47724","MIR378G",0,0,0,0,0
"47725","MIR4526",0,0,0,0,0
"47726","IKBKE",1339,622,854,654,756
"47729","MIR4463",0,0,0,0,0
"47732","MIR5582",6,0,0,3,0
"47733","LOC339298",2,0,0,0,0
"47737","MIR4704",0,0,0,0,0
"47738","UBBP4",176,166,144,142,152
"47741","MIR7853",0,0,0,0,0
"47742","MIR4270",0,0,0,0,0
"47744","MIR4665",0,0,0,1,0
"47745","MIR548X2",0,0,0,0,0
"47746","MIR4522",3,0,0,0,0
"47747","MIR4480",0,0,0,0,0
"47749","HID1-AS1",0,0,0,0,0
"47752","MIR4804",0,0,0,0,0
"47755","MIR3936",0,18,4,4,9
"47756","MIR3915",0,0,0,0,0
"47757","MIR3185",0,0,0,0,0
"47763","LOC105372041",0,0,0,0,0
"47766","MIR4306",0,0,0,0,0
"47772","PPP4R1-AS1",13,5,5,4,0
"47773","MIR3155A",0,0,0,0,0
"47774","MIR5586",0,0,0,0,0
"47775","MIR378D1",0,0,0,0,0
"47776","MIR3919",0,0,0,0,0
"47779","MSMB",0,0,0,0,4
"47780","MIR4777",0,0,0,0,0
"47781","MIR4802",0,0,0,0,0
"47782","MIR4515",0,0,0,0,0
"47786","MIR3135B",0,0,0,0,0
"47787","MIR548AX",0,0,0,0,0
"47790","SNORA70D",0,0,0,0,0
"47791","LOC285766",0,0,0,0,0
"47793","MIR4457",0,0,0,0,0
"47796","MIR5581",32,15,10,8,8
"47797","MIR4632",0,0,0,0,0
"47800","MIR3197",1,0,1,0,4
"47805","MIR548D2",0,0,0,0,0
"47806","MIR3161",1,0,0,0,0
"47807","MIR3621",0,0,0,0,0
"47809","MIR5689",0,0,0,0,0
"47813","LINC02864",0,0,1346,0,0
"47814","MIR4639",0,0,0,0,0
"47815","CRHR1",0,0,0,0,0
"47816","LINC02210-CRHR1",0,0,0,0,0
"47819","SEPTIN9-DT",3,0,2,0,0
"47822","DLGAP1-AS3",0,0,0,0,0
"47826","MIR3937",0,0,0,0,0
"47829","MIR4643",0,0,0,0,0
"47830","MIR4662B",0,0,0,0,0
"47832","MIR548AS",0,0,0,0,0
"47833","MIR3165",0,0,0,0,0
"47834","MIR3664",0,0,0,0,0
"47836","MIR4277",0,0,0,0,0
"47839","MIR548AV",0,0,0,0,0
"47840","MIR3133",0,1,0,0,0
"47841","LINC00667",1180,1107,1001,1504,1135
"47844","GDF2",0,0,0,0,0
"47845","MIR4286",0,0,0,0,0
"47846","MIR3686",0,0,0,0,0
"47847","SNORD43",0,0,0,0,0
"47851","SNORA4",0,0,0,0,0
"47853","MIR5590",0,0,0,0,0
"47854","MIR3182",0,0,0,0,0
"47858","MIR4473",0,0,0,0,0
"47859","MIR3115",0,0,0,0,0
"47861","MIR5100",0,0,0,0,0
"47864","MIR5684",0,0,0,0,0
"47866","MIR3675",0,0,0,0,0
"47868","MIR3679",0,0,0,0,0
"47870","MIR548AW",0,0,0,0,0
"47871","RDM1P5",14,0,0,1,2
"47875","MIR4439",0,0,0,0,0
"47877","MIR378E",0,0,0,0,0
"47878","MIR4635",0,0,0,0,0
"47879","MIR4698",0,0,0,0,0
"47881","LOC100287042",68,44,31,29,55
"47884","MIR4744",0,0,1,0,0
"47885","MIR4729",0,0,0,0,0
"47886","MIR4769",0,0,0,0,0
"47889","MIR3927",0,0,0,0,0
"47893","MIR4528",0,0,0,0,0
"47895","LINC00672",99,48,38,45,71
"47897","MIR4436B2",0,0,0,0,0
"47901","MIR3920",0,0,0,0,0
"47903","MIR4303",0,0,0,0,0
"47904","MIR4667",0,0,0,0,0
"47906","MIR3925",0,0,0,0,0
"47908","MIR4669",0,0,0,0,0
"47911","MIR3116-1",0,0,0,0,0
"47912","MIR5000",0,0,0,0,0
"47916","MIR3670-1",0,0,0,0,0
"47919","MIR4462",0,0,0,0,0
"47920","MIR4448",0,0,0,0,0
"47921","SNORD3A",8,6,20,6,10
"47927","MIR548Y",0,0,0,0,0
"47931","NBPF11",567,940,728,605,697
"47932","LOC100505797",0,2,0,0,0
"47933","RHEX",0,0,0,0,0
"47935","MIR4509-3",0,0,0,0,0
"47936","MIR4290",0,0,0,0,0
"47940","MIR1587",0,0,0,0,0
"47941","MIR4760",0,0,0,0,0
"47944","MIR4499",0,0,0,0,0
"47945","MIR4672",1,0,3,2,0
"47946","MIR5705",0,0,0,0,0
"47949","MIR5698",0,0,0,0,0
"47957","MIR4717",0,0,0,0,0
"47958","MIR4314",0,0,0,0,0
"47959","AKR1C8P",0,0,4,0,0
"47961","MIR4429",0,0,0,0,0
"47963","MIR3938",0,0,0,0,0
"47964","MIR4253",0,0,0,0,0
"47970","MIR4507",0,0,0,0,0
"47971","LINC02003",0,0,0,0,2
"47976","MIR4491",0,0,0,0,0
"47978","MIR4472-2",0,0,0,0,0
"47983","MIR4737",25,15,18,6,1
"47986","MIR5685",0,1,0,1,0
"47989","MIR4316",0,0,0,0,0
"47994","MIR3943",0,0,0,0,0
"47998","MIR3199-1",0,0,0,0,0
"47999","MIR4783",0,0,0,0,0
"48003","MIR5688",0,0,0,0,0
"48004","MIR3681",0,0,0,0,0
"48005","MIR4666B",0,0,0,0,0
"48008","MIR4803",0,0,0,0,0
"48009","MIR4689",0,0,0,0,0
"48010","MIR4688",0,0,0,0,0
"48012","MIR3688-1",0,0,0,0,0
"48015","MIR4300",0,0,0,0,0
"48018","MIR3180-4",0,0,0,0,0
"48020","MIR4795",0,0,0,0,0
"48025","MIR3689D2",0,0,0,0,0
"48027","MIR3667",0,0,0,0,0
"48028","MIR3928",0,0,0,0,0
"48034","MIR3127",2,2,0,0,0
"48035","MIR4670",0,0,0,0,0
"48036","MIR4762",0,0,0,0,0
"48037","MIR3689B",0,0,0,2,0
"48042","MIR4305",0,0,0,0,0
"48045","MIR3189",0,0,7,2,0
"48056","MIR4693",0,0,0,0,0
"48057","MIR4701",1,2,4,0,3
"48060","MIR4716",0,0,0,0,0
"48061","MIR4492",0,0,0,0,0
"48065","MIR3168",0,0,0,0,0
"48066","RNU4ATAC",2,3,1,0,0
"48067","ANXA8L1",54,10,6,0,0
"48068","LINC01916",0,0,0,0,0
"48069","MIR4456",0,0,0,0,0
"48070","LOC104968399",11,7,9,2,5
"48076","LINC00909",592,602,585,588,548
"48077","MIR3912",0,0,0,0,0
"48082","LINC01893",2,0,0,0,0
"48084","LINC01925",0,0,0,0,0
"48085","MIR4322",7,9,16,2,14
"48086","MIR4767",65,57,64,54,35
"48087","LOC100129878",0,12,4,0,7
"48092","MIR4799",1,0,0,0,0
"48094","ZNF236-DT",179,199,133,148,135
"48095","MIR4786",3,7,9,1,13
"48099","MIR2467",0,0,0,0,0
"48101","SNORD55",0,0,0,0,0
"48102","MIR3922",0,0,0,0,0
"48104","MIR4433B",0,0,0,0,0
"48106","LINC01444",8,0,2,8,193
"48108","MIR4694",0,0,0,0,0
"48111","MIR548AT",0,3,0,2,0
"48115","MIR4801",0,0,0,0,0
"48118","MIR5186",0,0,0,0,0
"48123","MIR3660",0,0,0,0,0
"48124","NOTCH2NLA",99,91,129,90,92
"48125","LINC01894",6,0,9,8,4
"48126","SNORA77B",0,0,0,0,0
"48127","MIR4258",29,3,2,8,9
"48130","MIR3134",0,2,0,1,0
"48131","MIR4648",2,0,0,0,3
"48132","MIR3122",1,0,0,0,0
"48134","DYNLL2",11570,10777,9188,6586,8362
"48136","MIR3125",0,7,67,2,5
"48137","MIR4425",0,0,0,0,0
"48139","MIR4671",0,0,0,0,0
"48142","MIR4513",0,2,0,0,1
"48143","MIR5007",0,0,0,0,0
"48145","MIR4465",0,0,0,0,0
"48147","MIR3193",0,0,0,0,0
"48148","MIR3180-5",0,0,0,0,0
"48149","MIR4736",0,0,0,0,0
"48151","MIR548AL",0,0,0,0,0
"48153","MIR3913-1",0,0,0,0,0
"48154","MIR548AP",0,0,0,0,0
"48155","MIR4470",3,7,3,1,3
"48156","MIR548AC",0,0,0,0,2
"48160","MYH4",0,0,0,2,0
"48161","MIR4653",28,7,9,6,8
"48162","MIR4283-1",0,0,0,0,0
"48163","MIR3183",0,0,0,1,0
"48176","MIR3648-2",0,0,0,0,0
"48177","LINC02837",0,0,0,0,0
"48178","MIR4520-1",0,0,0,0,0
"48179","MIR4794",0,0,0,0,0
"48181","MIR4656",0,0,0,0,0
"48183","MIR5682",0,0,0,0,0
"48184","MIR4714",0,0,0,0,0
"48185","MIR4705",0,0,0,0,0
"48186","MIR5008",0,0,0,1,3
"48192","MIR4298",0,0,0,0,0
"48193","MIR4650-2",0,0,0,0,0
"48195","MIR3124",0,0,0,0,0
"48198","MIR3678",0,0,0,0,0
"48199","MIR5692A2",0,0,0,0,0
"48202","LOC284395",0,0,0,0,0
"48205","OTUD7B",3964,3277,2990,2444,2580
"48206","MIR4778",0,0,0,0,0
"48209","MIR378B",0,0,0,0,0
"48210","MIR5706",0,0,0,1,0
"48212","MIR548AR",0,1,3,5,2
"48217","SNORD95",0,0,0,0,0
"48218","MIR4257",1,6,2,0,1
"48221","MIR3162",0,0,0,0,0
"48223","MIR4633",0,0,0,0,0
"48225","MIR23C",0,0,0,0,0
"48226","DCXR-DT",8,0,0,2,2
"48228","MIR4529",2,0,0,0,0
"48229","MIR4296",0,7,5,0,2
"48235","MIR5692B",0,0,0,0,0
"48237","MIR4487",0,0,0,0,0
"48238","MIR4449",6,4,0,0,2
"48245","MIR3159",2,0,0,0,0
"48246","MIR3173",0,0,0,0,0
"48248","MIR4685",1,3,1,1,0
"48250","MIR5588",0,0,0,0,0
"48252","MIR4755",0,0,0,0,0
"48255","MIR5591",0,0,0,0,0
"48257","MIR4796",0,0,0,0,0
"48259","MIR4271",0,0,0,0,0
"48262","MIR3152",0,0,0,0,0
"48266","MIR5194",0,1,1,0,0
"48268","MIR3171",0,0,0,0,0
"48269","MIR4798",0,0,0,0,0
"48272","MIR3200",0,0,0,0,0
"48277","SEPTIN4-AS1",0,0,0,0,2
"48279","MIR4285",0,0,0,0,2
"48281","MIR3140",0,0,0,0,0
"48282","MIR4773-1",0,0,0,0,0
"48288","MIR4255",0,0,0,0,0
"48291","MIR4752",0,0,0,0,0
